is_bot,message_length,has_media,unique_users_per_group_message,is_reply,url_count,total_messages,normalized_days_until_first_post,language_match,messages_repeat_by_user,username_matches_language,formatted_text_count,sample_ids,category,actual,predicted
0,79,0,1,1,1,2,0.8667,1,1,1,0,1,Games,False,False
0,110,0,1,1,1,22,0.9444,1,1,0,0,4,Games,False,False
0,677,0,1,1,1,7,0.7253,1,12,0,6,7,Games,False,False
0,352,0,1,1,1,7,0.7253,1,2,0,3,8,Games,False,False
0,473,0,1,1,1,12,0.914,1,1,0,0,23,Games,False,False
0,453,0,1,1,1,6,0.7097,1,8,0,0,29,Games,False,False
0,231,0,1,1,1,5,0.5833,1,1,0,0,45,Games,False,False
0,470,0,1,1,1,9,0.6875,1,1,0,0,46,Games,False,False
0,354,0,1,1,1,2,0.7959,1,1,1,3,52,Games,False,True
0,357,0,1,1,1,1,0.3878,1,3,1,7,53,Games,False,False
0,198,0,1,1,1,8,0.6667,1,3,0,0,58,Games,False,False
0,258,0,1,1,1,8,0.6667,1,1,0,0,59,Games,False,False
0,84,0,1,1,1,3,0.7879,1,1,1,0,65,Games,False,False
0,250,0,1,1,1,12,0.8416,1,1,0,0,77,Games,False,False
0,177,0,1,1,1,12,0.8416,1,1,0,0,78,Games,False,False
0,105,0,1,1,1,2,0.7647,1,1,1,0,82,Games,False,False
0,249,0,1,1,1,12,0.6471,1,1,0,0,84,Games,False,False
0,255,0,1,1,1,12,0.6408,1,1,0,0,87,Games,False,False
0,313,0,1,1,1,2,0.6346,1,1,0,0,89,Games,False,False
0,131,0,1,0,1,12,0.787,1,21,0,0,98,Games,False,False
0,516,0,1,1,1,11,0.7727,1,1,0,0,106,Games,False,False
0,529,0,1,1,1,6,0.7589,1,1,0,0,116,Games,False,False
0,518,0,1,1,1,6,0.7589,1,1,0,0,117,Games,False,False
0,106,0,1,1,1,1,0.6964,1,1,1,0,118,Games,False,False
0,132,0,1,1,1,7,0.7522,1,1,0,0,120,Games,False,False
0,560,0,1,1,1,6,0.569,1,12,0,0,126,Games,False,False
0,630,0,1,1,1,6,0.5641,1,2,0,0,128,Games,False,False
0,459,0,1,1,1,5,0.7143,1,1,0,0,133,Games,False,False
0,561,1,1,0,1,1,0.1405,1,1,1,5,137,Games,False,False
0,550,0,1,1,1,13,0.6967,1,1,0,0,138,Games,False,False
0,175,0,1,1,1,13,0.6967,1,1,0,0,139,Games,False,False
