is_bot,message_length,has_media,unique_users_per_group_message,is_reply,url_count,total_messages,normalized_days_until_first_post,language_match,messages_repeat_by_user,username_matches_language,formatted_text_count,sample_ids,category,actual,predicted
0,453,0,1,1,1,22,0.9444,1,81,0,0,2,Games,False,False
0,337,0,1,1,1,2,0.8571,1,1,1,0,6,Games,False,False
0,80,0,1,1,1,14,0.9341,0,21,0,0,12,Games,False,False
0,228,0,1,1,1,3,0.6154,1,1,0,0,14,Games,False,False
0,677,1,1,0,1,12,0.914,1,18,0,6,25,Games,False,False
0,255,0,2,0,1,6,0.7021,1,2,0,1,32,Games,False,False
0,102,0,1,1,1,5,0.8298,1,1,1,0,33,Games,False,False
0,22,0,1,1,2,5,0.8298,1,1,1,0,34,Games,False,False
0,95,0,1,0,1,1,1.0,0,1,0,0,37,Games,False,False
0,143,0,1,1,1,1,0.7021,1,1,0,0,38,Games,False,False
0,231,0,1,1,1,5,0.5895,1,1,0,0,42,Games,False,False
0,66,0,1,1,1,11,0.8854,1,1,0,0,49,Games,False,False
0,76,0,1,1,1,2,0.5657,1,1,0,0,60,Games,False,False
0,66,0,1,1,1,13,0.8586,1,2,0,0,61,Games,False,False
0,85,0,1,1,1,3,0.78,1,1,1,0,70,Games,False,False
0,193,0,1,1,1,3,0.78,1,1,1,0,71,Games,False,False
0,67,0,1,1,1,12,0.8333,1,3,0,0,79,Games,False,False
0,82,0,1,1,1,2,0.7647,1,1,1,0,81,Games,False,False
0,219,0,1,1,1,9,0.8095,1,1,0,0,91,Games,False,False
0,331,0,1,1,1,7,0.6055,1,10,0,0,101,Games,False,False
0,295,0,1,1,2,1,0.6341,1,1,1,0,146,Games,False,False
0,272,0,1,1,1,2,0.528,1,2,0,0,149,Games,False,False
0,243,0,1,1,1,5,0.6746,1,1,0,0,154,Games,False,False
0,420,0,1,0,1,6,0.6489,1,1,0,0,162,Games,False,False
0,305,0,1,0,3,10,0.5,1,2,0,6,166,Games,False,False
0,497,0,1,1,1,6,0.6343,1,1,0,0,174,Games,False,False
0,592,0,1,1,1,5,0.4853,1,1,0,0,179,Games,False,False
0,118,0,1,1,1,6,0.5693,1,1,1,0,182,Games,False,False
0,44,0,1,1,1,6,0.5693,1,1,1,0,183,Games,False,False
0,151,0,1,1,1,6,0.5693,1,1,1,0,185,Games,False,False
0,693,0,1,0,4,6,0.5693,1,1,1,9,186,Games,False,False
0,326,0,1,0,4,5,0.4748,1,1,0,7,196,Games,False,False
0,400,0,1,1,1,13,0.5944,1,1,0,0,203,Games,False,False
0,72,0,1,1,1,7,0.5944,1,1,0,0,205,Games,False,False
0,545,0,1,1,1,10,0.4583,1,1,0,0,210,Games,False,False
0,290,0,1,1,1,10,0.4521,1,1,0,0,221,Games,False,False
0,787,1,1,0,1,13,0.5822,1,1,0,7,223,Games,False,False
0,204,0,1,1,1,13,0.5782,1,1,0,0,225,Games,False,False
0,474,0,1,1,1,10,0.449,1,1,0,0,228,Games,False,False
0,136,0,1,1,1,7,0.5743,1,1,0,0,234,Games,False,False
0,104,0,1,1,1,9,0.5705,1,1,0,0,238,Games,False,False
0,586,0,1,1,1,16,0.443,1,1,0,0,239,Games,False,False
0,108,0,1,1,1,11,0.5705,1,1,0,0,241,Games,False,False
0,320,0,1,0,1,3,-0.0233,1,3,0,4,245,Games,True,False
0,111,0,1,0,1,2,1.0,1,2,0,0,251,Darknet,True,False
0,435,0,1,0,1,13,0.5356,1,1,1,0,254,Crypto,False,False
0,722,1,2,0,2,13,0.5356,1,3,1,0,260,Crypto,False,False
0,44,0,1,1,1,3,0.4707,0,1,1,0,262,Crypto,False,False
0,446,1,1,0,2,6,0.0387,1,1,1,0,264,Crypto,False,False
0,103,0,1,1,1,3,0.4707,0,1,1,0,267,Crypto,False,False
0,287,1,2,0,1,6,0.0387,1,1,1,0,268,Crypto,False,False
0,19,0,1,1,1,13,0.5349,0,1,1,0,270,Crypto,False,False
0,266,1,1,0,2,5,0.0387,1,1,1,0,277,Crypto,False,False
0,654,1,1,0,2,5,0.0387,1,1,1,0,279,Crypto,False,False
0,273,1,1,0,1,5,0.0387,1,1,1,3,281,Crypto,False,False
0,265,1,1,0,2,7,0.0385,1,1,1,0,297,Crypto,False,False
0,239,1,1,0,1,7,0.0385,1,1,1,0,298,Crypto,False,False
0,623,1,1,0,10,1,0.5316,1,2,1,3,309,Crypto,False,False
0,657,1,2,0,2,12,0.0384,1,1,1,0,313,Crypto,False,False
