is_bot,message_length,has_media,unique_users_per_group_message,is_reply,url_count,total_messages,normalized_days_until_first_post,language_match,messages_repeat_by_user,username_matches_language,formatted_text_count,sample_ids,actual,predicted,predicted_cluster,category
0,435,0,1,0,1,13,0.5356,1,1,1,0,254,False,False,0,Crypto
0,722,1,2,0,2,13,0.5356,1,3,1,0,260,False,False,0,Crypto
0,44,0,1,1,1,3,0.4707,0,1,1,0,262,False,False,0,Crypto
0,446,1,1,0,2,6,0.0387,1,1,1,0,264,False,False,0,Crypto
0,103,0,1,1,1,3,0.4707,0,1,1,0,267,False,False,0,Crypto
0,287,1,2,0,1,6,0.0387,1,1,1,0,268,False,False,0,Crypto
0,19,0,1,1,1,13,0.5349,0,1,1,0,270,False,False,0,Crypto
0,266,1,1,0,2,5,0.0387,1,1,1,0,277,False,False,0,Crypto
0,654,1,1,0,2,5,0.0387,1,1,1,0,279,False,False,0,Crypto
0,273,1,1,0,1,5,0.0387,1,1,1,3,281,False,False,0,Crypto
0,265,1,1,0,2,7,0.0385,1,1,1,0,297,False,False,0,Crypto
0,239,1,1,0,1,7,0.0385,1,1,1,0,298,False,False,0,Crypto
0,623,1,1,0,10,1,0.5316,1,2,1,3,309,False,False,0,Crypto
0,657,1,2,0,2,12,0.0384,1,1,1,0,313,False,False,0,Crypto
0,519,1,1,0,1,13,0.5316,1,1,1,3,316,False,False,0,Crypto
0,366,1,1,0,1,12,0.0384,1,1,1,0,329,False,False,0,Crypto
0,260,1,2,0,2,12,0.0384,1,1,1,0,331,False,False,0,Crypto
0,99,0,1,1,1,1,0.5309,0,1,1,0,333,False,False,0,Crypto
0,349,1,1,0,1,8,0.0384,1,1,1,3,334,False,False,0,Crypto
0,254,0,1,1,1,3,0.4666,1,1,1,0,338,False,False,0,Crypto
0,280,1,1,0,1,8,0.0384,1,1,1,3,340,False,False,0,Crypto
0,314,1,1,0,1,10,0.5303,1,1,1,0,345,False,False,0,Crypto
0,131,1,1,0,1,12,0.0383,1,1,1,0,348,False,False,0,Crypto
0,96,0,1,1,1,7,0.466,1,1,1,0,352,False,False,0,Crypto
0,244,1,2,0,1,12,0.0383,1,1,1,0,358,False,False,0,Crypto
0,346,1,2,0,1,12,0.0383,1,1,1,0,361,False,False,0,Crypto
0,283,1,2,0,1,12,0.0383,1,1,1,0,363,False,False,0,Crypto
0,231,1,1,0,1,12,0.0383,1,1,1,0,364,False,False,0,Crypto
0,244,1,2,0,1,10,0.5296,1,1,1,0,365,False,False,0,Crypto
0,337,1,2,0,2,10,0.5296,1,1,1,0,366,False,False,0,Crypto
0,984,1,1,0,2,11,0.0383,1,1,1,0,373,False,False,0,Crypto
0,356,1,1,0,1,11,0.0383,1,1,1,0,379,False,False,0,Crypto
0,230,1,1,0,1,11,0.0382,1,1,1,0,383,False,False,0,Crypto
0,304,1,1,0,1,10,0.0382,1,1,1,6,389,False,False,0,Crypto
0,493,1,1,0,2,6,0.0382,1,1,1,0,398,False,False,0,Crypto
0,171,0,1,1,1,2,0.5665,1,1,1,0,402,False,False,0,Crypto
0,279,1,1,0,1,15,0.0381,1,1,1,3,407,False,False,0,Crypto
0,449,1,1,0,2,15,0.0381,1,1,1,0,409,False,False,0,Crypto
0,89,0,1,1,1,5,0.5644,1,1,1,0,420,False,False,0,Crypto
0,88,0,1,1,1,5,0.5644,1,2,1,0,421,False,False,0,Crypto
0,262,1,1,0,1,15,0.038,1,1,1,3,423,False,False,0,Crypto
0,600,1,1,0,11,2,0.5264,1,1,1,0,426,False,False,0,Crypto
0,221,1,1,0,1,7,0.038,1,1,1,0,428,False,False,0,Crypto
0,372,1,1,0,1,13,0.038,1,1,1,3,437,False,False,0,Crypto
0,423,1,1,0,2,13,0.038,1,1,1,0,442,False,False,0,Crypto
0,262,1,1,0,1,13,0.038,1,1,1,3,443,False,False,0,Crypto
0,296,1,1,0,1,13,0.038,1,1,1,0,448,False,False,0,Crypto
0,531,1,1,0,1,14,0.0379,1,1,1,3,451,False,False,0,Crypto
0,108,1,1,0,1,14,0.0379,1,1,1,0,457,False,False,0,Crypto
0,267,1,1,0,2,14,0.0379,1,1,1,0,465,False,False,0,Crypto
0,321,1,1,0,1,6,0.5244,1,1,1,0,469,False,False,0,Crypto
0,114,1,1,0,1,7,0.0379,1,1,1,0,477,False,False,0,Crypto
0,304,1,1,0,2,1,0.0379,1,1,1,0,485,False,False,0,Crypto
0,270,1,1,0,1,2,0.0378,1,1,1,3,491,False,False,0,Crypto
0,428,1,1,0,1,13,0.0378,1,1,1,3,497,False,False,0,Crypto
