is_bot,message_length,has_media,unique_users_per_group_message,is_reply,url_count,total_messages,normalized_days_until_first_post,language_match,messages_repeat_by_user,username_matches_language,formatted_text_count,sample_ids,actual,predicted,predicted_cluster,category
0,722,1,2,0,2,6,0.0387,1,1,1,0,255,False,False,0,Crypto
0,267,1,1,0,1,13,0.5356,1,1,1,3,257,False,False,0,Crypto
0,261,1,1,0,1,13,0.5356,1,1,1,3,258,False,False,0,Crypto
0,287,1,2,0,1,13,0.5349,1,1,1,0,272,False,False,0,Crypto
0,255,0,1,1,1,3,0.4701,1,19,1,0,275,False,False,0,Crypto
0,273,1,1,0,1,4,0.0386,1,1,1,3,285,False,False,0,Crypto
0,244,1,1,0,1,1,0.5336,1,1,1,0,289,False,False,0,Crypto
0,65,0,1,1,1,2,0.4689,1,1,1,0,291,False,False,0,Crypto
0,266,1,1,0,1,2,0.0385,1,1,1,3,300,False,False,0,Crypto
0,244,1,1,0,1,5,0.4677,1,1,1,0,305,False,False,0,Crypto
0,298,0,1,0,3,5,0.4677,1,2,1,2,307,False,False,0,Crypto
0,519,1,1,0,1,2,0.0384,1,1,1,3,308,False,False,0,Crypto
0,267,1,2,0,1,12,0.0384,1,1,1,3,310,False,False,0,Crypto
0,261,0,1,1,1,13,0.5316,1,2,1,0,314,False,False,0,Crypto
0,267,1,2,0,1,13,0.5316,1,1,1,3,317,False,False,0,Crypto
0,657,1,2,0,2,13,0.5316,1,2,1,0,319,False,False,0,Crypto
0,244,1,1,0,1,6,0.4672,1,2,1,0,322,False,False,0,Crypto
0,223,1,1,0,1,12,0.0384,1,1,1,1,326,False,False,0,Crypto
0,631,1,1,0,2,8,0.0384,1,1,1,0,337,False,False,0,Crypto
0,110,0,1,1,1,1,0.5693,1,1,1,0,341,False,False,0,Crypto
0,620,1,1,0,2,10,0.5303,1,1,1,0,346,False,False,0,Crypto
0,50,0,1,1,1,5,0.5686,0,3,1,0,354,False,False,0,Crypto
0,96,0,1,0,1,2,1.0,1,1,0,0,356,False,False,0,Crypto
0,27,0,1,0,1,2,1.0,1,1,0,0,357,False,False,0,Crypto
0,337,1,2,0,2,12,0.0383,1,1,1,0,359,False,False,0,Crypto
0,180,0,1,1,1,5,0.5686,1,1,1,0,360,False,False,0,Crypto
