is_bot,message_length,has_media,unique_users_per_group_message,is_reply,url_count,total_messages,normalized_days_until_first_post,language_match,messages_repeat_by_user,username_matches_language,formatted_text_count,sample_ids,category,actual,predicted
0,73,0,1,1,1,22,0.9444,1,1,0,0,3,Games,False,False
0,60,0,1,1,1,2,0.8478,1,1,1,0,22,Games,False,False
0,254,0,1,1,1,6,0.7097,1,2,0,0,27,Games,False,False
0,220,0,1,1,1,1,0.5957,1,1,0,0,31,Games,False,False
0,55,0,1,1,1,5,0.8298,1,1,1,0,35,Games,False,False
0,63,0,1,1,1,5,0.8298,1,1,1,0,36,Games,False,False
0,238,0,1,1,1,11,0.8854,1,1,0,0,47,Games,False,False
0,461,0,1,1,1,14,0.8763,1,1,0,0,51,Games,False,False
0,395,0,1,1,1,8,0.6667,1,1,0,6,63,Games,False,False
0,100,0,1,1,1,3,0.7879,1,1,1,0,66,Games,False,False
0,225,0,1,1,1,3,0.7879,1,1,1,0,67,Games,False,False
0,309,0,1,1,1,4,0.66,1,6,0,0,69,Games,False,False
0,765,0,1,1,1,4,0.66,1,3,0,7,72,Games,False,False
0,134,0,1,1,1,3,0.7723,1,1,1,0,73,Games,False,False
0,482,0,1,1,1,4,0.6535,1,2,0,0,75,Games,False,False
0,457,0,1,1,1,6,0.8252,1,1,0,0,88,Games,False,False
0,478,0,1,1,1,9,0.8095,1,1,0,0,90,Games,False,False
0,98,0,1,1,1,5,0.7944,1,1,0,0,93,Games,False,False
0,472,0,1,0,1,12,0.787,1,1,0,0,95,Games,False,False
0,179,0,1,1,1,12,0.787,1,1,0,0,97,Games,False,False
0,505,0,1,1,2,1,1.0,1,1,0,0,100,Games,False,False
0,171,0,1,1,1,13,0.7658,1,1,0,0,108,Games,False,False
0,174,0,1,1,1,13,0.7658,1,1,0,0,110,Games,False,False
0,505,0,1,1,1,13,0.7589,1,1,0,0,111,Games,False,False
0,483,0,2,0,1,13,0.7589,1,1,0,0,113,Games,False,False
0,483,0,2,1,1,1,0.9911,1,1,1,0,114,Games,False,False
0,295,0,1,1,1,2,0.5893,1,6,0,0,115,Games,False,False
0,476,0,1,1,1,7,0.7522,1,2,0,0,119,Games,False,False
0,389,0,1,1,1,1,0.6783,1,1,1,0,123,Games,False,False
0,234,0,1,1,1,5,0.7203,1,1,0,0,130,Games,False,False
0,179,0,1,1,1,4,0.7025,1,1,0,0,135,Games,False,False
0,78,0,1,0,1,10,0.6911,0,1,0,0,141,Games,False,False
0,485,0,1,1,1,10,0.6911,1,1,0,0,142,Games,False,False
0,497,0,1,1,1,6,0.5366,1,2,0,0,144,Games,False,False
0,294,0,1,0,3,6,0.5366,1,4,0,6,145,Games,False,False
0,545,0,1,1,1,6,0.5323,1,5,0,0,147,Games,False,False
0,220,0,1,1,1,10,0.68,1,1,0,0,150,Games,False,False
0,460,0,1,1,1,10,0.6746,1,1,0,0,151,Games,False,False
0,172,0,1,1,1,1,0.8492,1,1,1,0,153,Games,False,False
0,318,0,1,1,1,6,0.6589,1,11,0,0,157,Games,False,False
0,374,0,1,1,1,10,0.5,1,1,0,0,167,Games,False,False
0,380,0,1,1,1,10,0.4962,1,1,0,0,169,Games,False,False
0,227,0,1,1,1,6,0.6343,1,1,0,0,175,Games,False,False
0,326,0,1,0,4,4,0.4853,1,4,0,7,178,Games,False,False
0,99,0,1,1,1,6,0.5693,1,2,1,0,184,Games,False,False
0,409,0,1,1,1,7,0.4818,1,1,0,0,188,Games,False,False
0,203,0,1,1,1,7,0.4818,1,1,0,0,190,Games,False,False
0,211,0,1,1,1,7,0.6028,1,1,0,0,199,Games,False,False
0,749,0,1,1,1,4,0.4681,1,2,0,0,201,Games,False,False
0,67,0,1,1,1,7,0.5944,1,1,0,0,206,Games,False,False
0,50,0,1,1,1,7,0.5944,1,1,0,0,207,Games,False,False
0,388,0,1,1,1,10,0.4583,1,1,0,0,212,Games,False,False
0,77,0,1,1,1,2,0.5417,1,1,1,0,215,Games,False,False
0,334,0,1,1,1,11,0.4521,1,1,0,0,220,Games,False,False
0,289,0,1,0,1,13,0.5822,1,1,0,0,224,Games,False,False
0,492,0,1,1,1,3,0.449,1,1,0,0,233,Games,False,False
0,341,0,1,1,1,9,0.5743,1,1,0,0,235,Games,False,False
0,70,0,1,1,1,9,0.5705,1,1,0,0,236,Games,False,False
0,663,0,1,0,2,1,0.3753,1,1,0,12,252,Darknet,False,False
0,490,0,1,0,4,1,1.0,1,1,0,16,253,Darknet,True,False
0,289,1,1,0,2,13,0.5356,1,1,1,0,256,Crypto,False,False
0,74,1,1,0,1,3,0.4707,0,53,1,0,263,Crypto,False,False
0,518,0,1,1,1,2,0.5349,1,3,1,0,273,Crypto,False,False
0,200,1,1,0,1,4,0.0386,1,1,1,1,282,Crypto,False,False
0,271,1,1,0,2,4,0.0386,1,1,1,0,283,Crypto,False,False
0,260,1,1,0,1,7,0.0386,1,1,1,3,290,Crypto,False,False
0,263,1,1,0,1,7,0.0386,1,1,1,3,292,Crypto,False,False
0,347,1,1,0,1,7,0.0385,1,1,1,0,294,Crypto,False,False
0,265,1,1,0,2,5,0.4677,1,1,1,0,304,Crypto,False,False
0,244,1,1,0,1,2,0.0385,1,1,1,0,306,Crypto,False,False
0,201,0,1,1,1,13,0.5316,1,1,1,0,312,Crypto,False,False
0,256,1,1,0,1,12,0.0384,1,1,1,3,321,Crypto,False,False
0,202,1,1,0,1,12,0.0384,1,1,1,0,324,Crypto,False,False
0,620,1,1,0,2,8,0.0383,1,1,1,0,343,Crypto,False,False
0,196,1,1,0,1,12,0.0383,1,1,1,1,349,Crypto,False,False
0,246,0,1,1,1,7,0.466,1,12,1,0,353,Crypto,False,False
0,260,1,1,0,1,11,0.0383,1,1,1,3,376,Crypto,False,False
0,514,1,1,0,2,10,0.0382,1,1,1,0,388,Crypto,False,False
0,267,1,1,0,2,10,0.0382,1,1,1,0,392,Crypto,False,False
0,337,1,1,0,1,10,0.0382,1,1,1,0,394,Crypto,False,False
0,359,1,1,0,1,6,0.0382,1,1,1,3,396,Crypto,False,False
